Time,Vout,Vmos,Vpwm_out,Vsource,V9,Vsim,reference,Infeedback,Controlled,PwmOutControl,PwmSimControl
1.3999999999999997e-06,0.00083994212207093267,-0.030488592965815187,11.26329509301326,12,11.251917703604406,0,6,5.9992746179857912,1.431916056387661,0,0
1.4999999999999996e-06,0.00096291229098942473,-0.032961284987312212,11.259892276268136,12,11.248515552614663,0,6,5.9991600578779289,1.4326094047650486,0,0
1.5999999999999995e-06,0.0010942809733105623,-0.035604033720586514,11.256491837484203,12,11.245115779120869,0,6,5.9990370877090102,1.433300745189249,0,0
1.6999999999999994e-06,0.001234036497265005,-0.038416744941221381,11.253092734525287,12,11.241717341190736,0,6,5.9989057190266895,1.433990079388394,0,0
1.7999999999999993e-06,0.0013821670671889258,-0.041399323134520216,11.249696186613129,12,11.238321457807473,0,6,5.9987659635027351,1.4346774091214334,0,0
1.8999999999999992e-06,0.0015386607637524565,-0.044551668791635635,11.246301027059625,12,11.23492696251123,0,6,5.998617832932811,1.4353627361780967,0,0
1.9999999999999991e-06,0.0017035055441839287,-0.047873681039773075,11.242908567284458,12,11.231535166465125,0,6,5.9984613392362478,1.4360460623788536,0,0
2.099999999999999e-06,0.0018766892425022392,-0.051365254916715841,11.239517581013031,12,11.228144843634468,0,6,5.9982964944558157,1.4367273895748753,0,0
2.1999999999999988e-06,0.0020581995697448435,-0.055026284340227605,11.236129406004137,12,11.224757331516324,0,6,5.9981233107574976,1.4374067196479958,0,0
2.2999999999999987e-06,0.0022480241142038013,-0.058856659128247557,11.232742822288452,12,11.221371410380053,0,6,5.9979418004302554,1.4380840545106712,0,0
2.3999999999999986e-06,0.0024461503416575796,-0.06285626784516829,11.229359128860201,12,11.217988378965739,0,6,5.9977519758857962,1.4387593961059382,0,0
2.4999999999999985e-06,0.0026525655956106771,-0.067024994843338348,11.225977175546975,12,11.214607087326,0,6,5.9975538496583427,1.4394327464073757,0,0
2.5999999999999984e-06,0.0028672570975295051,-0.071362723278321383,11.222598161463134,12,11.21122873434059,0,6,5.9973474344043893,1.4401041074190606,0,0
2.6999999999999983e-06,0.0030902119470854277,-0.075869332459889804,11.219221064223577,12,11.207852297824434,0,6,5.9971327429024708,1.4407734811755284,0,0
2.7999999999999982e-06,0.0033214171223946883,-0.080544700131385483,11.215846928868077,12,11.204478822612851,0,6,5.996909788052915,1.4414408697417289,0,0
2.8999999999999981e-06,0.0035608594802647086,-0.085388700320658373,11.212474910559871,12,11.201107464034365,0,6,5.996678582877605,1.4421062752129841,0,0
2.999999999999998e-06,0.0038085257564382121,-0.090401205571911447,11.209105855482708,12,11.197739068107168,0,6,5.996439140519735,1.4427696997149453,0,0
3.0999999999999978e-06,0.0040644025658426305,-0.095582084642559906,11.205739135649823,12,11.194373006967366,0,6,5.9961914742435614,1.4434311454035489,0,0
3.1999999999999977e-06,0.0043284764028385042,-0.10093120463122141,11.202375364964125,12,11.191009894397752,0,6,5.9959355974341575,1.4440906144649719,0,0
3.2999999999999976e-06,0.0046007336414719841,-0.10644842922219411,11.199014159494521,12,11.187649346542353,0,6,5.9956715235971618,1.444748109115588,0,0
3.3999999999999975e-06,0.0048811605357274926,-0.11213362009430661,11.19565588010874,12,11.184291724198292,0,6,5.995399266358528,1.4454036316019214,0,0
3.4999999999999974e-06,0.0051697432197832481,-0.1179866358444972,11.192300401061582,12,11.180936901644976,0,6,5.9951188394642729,1.4460571842006027,0,0
3.5999999999999973e-06,0.0054664677082682245,-0.12400733262035679,11.188947822739982,12,11.177584979249696,0,6,5.994830256780217,1.4467087692183207,0,0
3.6999999999999972e-06,0.0057713198965207123,-0.13019556399320287,11.185598278344861,12,11.174236090187309,0,6,5.9945335322917321,1.447358388991778,0,0
3.7999999999999971e-06,0.0060842855608495023,-0.13655118080694173,11.182251613597851,12,11.170890080209634,0,6,5.994228680103479,1.4480060458876425,0,0
3.8999999999999974e-06,0.0064053503587954289,-0.14307403148862541,11.178908208420156,12,11.167547329163547,0,6,5.9939157144391508,1.4486517423025007,0,0
3.9999999999999973e-06,0.0067344998293967255,-0.14976396160989758,11.175567672234939,12,11.164207446548627,0,6,5.9935946496412047,1.4492954806628096,0,0
4.0999999999999972e-06,0.0070717193934536193,-0.15662081447737286,11.172230607493129,12,11.160871034697928,0,6,5.9932655001706037,1.4499372634248475,0,0
4.1999999999999971e-06,0.0074169943537977737,-0.16364443019104336,11.168896416922353,12,11.157537496455939,0,6,5.992928280606546,1.4505770930746666,0,0
4.2999999999999969e-06,0.0077703098955600449,-0.17083464711945062,11.165565890935655,12,11.154207622081056,0,6,5.9925830056462024,1.4512149721280434,0,0
4.3999999999999968e-06,0.0081316510864438609,-0.17819130012791184,11.162238264568407,12,11.150880646758315,0,6,5.9922296901044403,1.4518509031304274,0,0
4.4999999999999967e-06,0.0085010028769961464,-0.1857142223672934,11.158914473308156,12,11.147557505792244,0,6,5.991868348913556,1.4524848886568924,0,0
4.5999999999999966e-06,0.0088783501008845925,-0.19340324334818071,11.155593630653053,12,11.144237312854433,0,6,5.9914989971230037,1.4531169313120857,0,0
4.6999999999999965e-06,0.0092636774751719553,-0.2012581910986988,11.152276768365649,12,11.140921099505563,0,6,5.9911216498991156,1.4537470337301772,0,0
4.7999999999999964e-06,0.0096569696005969919,-0.2092788900805207,11.148962929178731,12,11.137607908665718,0,6,5.9907363225248282,1.4543751985748063,0,0
4.8999999999999963e-06,0.010058210961852112,-0.2174651633280984,11.145653189046653,12,11.134298816078738,0,6,5.9903430303994032,1.4550014285390316,0,0
4.9999999999999962e-06,0.010467385927867787,-0.22581682998775854,11.142346572639378,12,11.130992846605405,0,6,5.9899417890381477,1.4556257263452776,0,0
5.0999999999999961e-06,0.010884478752093795,-0.23433370782934659,11.13904414744523,12,11.127691067525204,0,6,5.9895326140721323,1.4562480947452818,0,0
5.199999999999996e-06,0.011309473572787072,-0.24301561087229295,11.135744972006409,12,11.124392537564518,0,6,5.9891155212479061,1.456868536520042,0,0
5.2999999999999958e-06,0.011742354413296617,-0.25186235179929106,11.132450054765586,12,11.121098264968717,0,6,5.988690526427213,1.4574870544797618,0,0
5.3999999999999957e-06,0.012183105182354577,-0.26087373955116,11.129158536730673,12,11.11780739091378,0,6,5.9882576455867031,1.4581036514637959,0,0
5.4999999999999956e-06,0.012631709674364836,-0.27004958161260184,11.125871321262002,12,11.114520818583296,0,6,5.9878168948176453,1.4587183303405968,0,0
5.5999999999999955e-06,0.013088151569697249,-0.27938968204721881,11.122587674759012,12,11.111237814520228,0,6,5.9873682903256356,1.4593310940076587,0,0
5.6999999999999954e-06,0.013552414434979936,-0.28889384315630018,11.119308356165901,12,11.107959137520291,0,6,5.986911848430303,1.4599419453914615,0,0
5.7999999999999953e-06,0.014024481723396555,-0.29856186385048922,11.116032792562772,12,11.104684214775682,0,6,5.9864475855650197,1.4605508874474156,0,0
5.8999999999999952e-06,0.014504336774982505,-0.30839354128104013,11.112761567602794,12,11.101413629825375,0,6,5.9859755182766037,1.461157923159806,0,0
5.9999999999999951e-06,0.014991962816925155,-0.31838866931465404,11.109494295174581,12,11.098146996633524,0,6,5.9854956632250174,1.4617630555417331,0,0
6.099999999999995e-06,0.015487342963863959,-0.32854703994369494,11.106231362502038,12,11.09488470234828,0,6,5.9850080371830749,1.4623662876350587,0,0
6.1999999999999948e-06,0.015990460218193527,-0.3388684422230952,11.102972586230528,12,11.091626563650873,0,6,5.9845126570361362,1.4629676225103441,0,0
6.2999999999999947e-06,0.016501297470367587,-0.34935266298700007,11.099718146503362,12,11.088372760649372,0,6,5.9840095397818063,1.4635670632667959,0,0
6.3999999999999946e-06,0.017019837499204868,-0.35999948635718049,11.096468068014572,12,11.085123318032981,0,6,5.9834987025296327,1.4641646130322046,0,0
6.4999999999999945e-06,0.017546062972196953,-0.3708086938719557,11.093222323863889,12,11.081878208906691,0,6,5.9829801625007955,1.4647602749628863,0,0
6.5999999999999944e-06,0.018079956445817062,-0.38178006472374548,11.089981141500932,12,11.07863766067562,0,6,5.9824539370278034,1.4653540522436244,0,0
6.6999999999999943e-06,0.018621500365831718,-0.39291337547135008,11.086744297368083,12,11.075401449825888,0,6,5.9819200435541831,1.4659459480876071,0,0
6.7999999999999942e-06,0.019170677067612343,-0.40420840046556172,11.083512206391445,12,11.072169991202424,0,6,5.9813784996341681,1.4665359657363697,0,0
6.8999999999999941e-06,0.019727468776450593,-0.41566491109293047,11.080284468244967,12,11.06894288455749,0,6,5.9808293229323874,1.4671241084597317,0,0
6.999999999999994e-06,0.020291857607872891,-0.4272826767747393,11.077061661145381,12,11.065720707994704,0,6,5.9802725312235498,1.4677103795557371,0,0
7.0999999999999939e-06,0.02086382556795946,-0.4390614638237782,11.073843236094577,12,11.062502912623355,0,6,5.979708142392127,1.4682947823505914,0,0
7.1999999999999937e-06,0.021443354553661781,-0.45100103667895652,11.070629902998501,12,11.059290208210502,0,6,5.9791361744320408,1.4688773201986001,0,0
7.2999999999999936e-06,0.022030426353125198,-0.46310115670099528,11.067420998825819,12,11.05608193185453,0,6,5.9785566454463384,1.4694579964821068,0,0
7.3999999999999935e-06,0.022625022646009425,-0.47536158363030445,11.06421732796983,12,11.052878887791367,0,6,5.9779695736468748,1.4700368146114289,0,0
7.4999999999999934e-06,0.023227125003814394,-0.48778207376895466,11.061018152607772,12,11.049680338342595,0,6,5.9773749773539908,1.4706137780247956,0,0
7.5999999999999933e-06,0.023836714890203902,-0.50036238173211878,11.057824330855654,12,11.046487141456339,0,6,5.9767728749961853,1.4711888901882828,0,0
7.699999999999994e-06,0.024453773661334895,-0.51310225882206595,11.054635091834818,12,11.043298526404762,0,6,5.9761632851097959,1.4717621545957502,0,0
7.7999999999999948e-06,0.025078282566184339,-0.52600145501970808,11.051451305208742,12,11.040115362681192,0,6,5.9755462263386647,1.4723335747687754,0,0
7.8999999999999955e-06,0.025710222746881513,-0.539059716780665,11.048272209105543,12,11.036936888562805,0,6,5.9749217174338156,1.47290315425659,0,0
7.9999999999999962e-06,0.026349575239038067,-0.55227678899832178,11.045098643304707,12,11.033763943664788,0,6,5.9742897772531185,1.4734708966360128,0,0
8.099999999999997e-06,0.026996320972083498,-0.56565241321825077,11.041929895215636,12,11.030595815535957,0,6,5.9736504247609616,1.4740368055113855,0,0
8.1999999999999977e-06,0.027650440769598581,-0.57918632943237647,11.038766736095385,12,11.027433275282476,0,6,5.9730036790279168,1.4746008845145051,0,0
8.2999999999999985e-06,0.028311915349653726,-0.59287827448239305,11.035608539162387,12,11.024275696245406,0,6,5.972349559230401,1.4751631373045573,0,0
8.3999999999999992e-06,0.028980725325145729,-0.60672798356817204,11.032455973150983,12,11.021123747028247,0,6,5.9716880846503466,1.4757235675680511,0,0
8.4999999999999999e-06,0.029656851204138926,-0.62073518864156441,11.02930852816019,12,11.017976917829781,0,6,5.9710192746748545,1.4762821790187477,0,0
8.6000000000000007e-06,0.030340273390205442,-0.63489961983467147,11.02616674259369,12,11.014835746948352,0,6,5.9703431487958607,1.4768389753975968,0,0
8.7000000000000014e-06,0.031030972182769158,-0.64922100434414887,11.023030247663705,12,11.01169986566833,0,6,5.9696597266097946,1.4773939604726649,0,0
8.8000000000000021e-06,0.031728927777449414,-0.66369906759496722,11.019899431023765,12,11.008569661567407,0,6,5.9689690278172307,1.4779471380390681,0,0
8.9000000000000029e-06,0.032434120266407601,-0.67833353212771463,11.016774081396568,12,11.005444923409618,0,6,5.9682710722225503,1.4784985119189027,0,0
9.0000000000000036e-06,0.033146529638694272,-0.69312411829170451,11.013654423442601,12,11.00232587581149,0,6,5.9675658797335922,1.4790480859611757,0,0
9.1000000000000044e-06,0.033866135780598453,-0.7080705439270627,11.010540411383301,12,10.999212473003418,0,6,5.9668534703613059,1.4795958640417342,0,0
9.2000000000000051e-06,0.034592918475998248,-0.72317252466993232,11.007432103174066,12,10.996104772929467,0,6,5.9661338642194019,1.4801418500631958,0,0
9.3000000000000058e-06,0.035326857406712688,-0.73842977357107031,11.004329617980503,12,10.993002894731921,0,6,5.9654070815240017,1.4806860479548769,0,0
9.4000000000000066e-06,0.036067932152855767,-0.75384200134086221,11.00123285178798,12,10.9899067344165,0,6,5.9646731425932877,1.4812284616727232,0,0
9.5000000000000073e-06,0.036816122193190977,-0.76940891657867105,10.99814207990565,12,10.986816567238497,0,6,5.9639320678471446,1.4817690951992357,0,0
9.600000000000008e-06,0.037571406905488644,-0.78513022514592024,10.995057049027608,12,10.983732139941569,0,6,5.9631838778068094,1.4823079525434006,0,0
9.7000000000000088e-06,0.038333765566883039,-0.80100563093895794,10.991978174260508,12,10.980653867551144,0,6,5.9624285930945113,1.4828450377406168,0,0
9.8000000000000095e-06,0.039103177354233035,-0.81703483509123132,10.988905072744142,12,10.97758136728193,0,6,5.9616662344331166,1.4833803548526217,0,0
9.9000000000000102e-06,0.039879621344481912,-0.83321753674882437,10.985838276547119,12,10.97451517109843,0,6,5.9608968226457666,1.4839139079674195,0,0
1.0000000000000011e-05,0.04066307651502122,-0.84955343231963631,10.98277729883962,12,10.97145479226608,0,6,5.9601203786555184,1.4844457011992072,0,0
1.0100000000000012e-05,0.041453521744053284,-0.86604221651052526,10.979722760674324,12,10.968400851716048,0,6,5.9593369234849787,1.4849757386882998,0,0
1.0200000000000012e-05,0.042250935810958137,-0.88268358090760479,10.976674101219823,12,10.965352788726648,0,6,5.958546478255947,1.485504024601058,0,0
1.0300000000000013e-05,0.043055297396658761,-0.89947721556501214,10.973631998954543,12,10.962311281643569,0,6,5.9577490641890423,1.4860305631298105,0,0
1.0400000000000014e-05,0.043866585083991015,-0.91642280748025939,10.970595851758546,12,10.959275728464672,0,6,5.9569447026033409,1.486555358492782,0,0
1.0500000000000015e-05,0.044684777358071755,-0.93352004196089311,10.967566362089148,12,10.956246831509839,0,6,5.9561334149160086,1.4870784149340157,0,0
1.0600000000000015e-05,0.045509852606671633,-0.95076860141922914,10.964542920272622,12,10.953223981224625,0,6,5.9553152226419286,1.487599736723298,0,0
1.0700000000000016e-05,0.046341789120586105,-0.96816816671976902,10.96152621914276,12,10.950207870307274,0,6,5.9544901473933285,1.4881193281560816,0,0
1.0800000000000017e-05,0.047180565094010932,-0.98571841551844663,10.958515674508332,12,10.947197914680848,0,6,5.9536582108794143,1.4886371935534106,0,0
1.0900000000000018e-05,0.048026158624916146,-1.0034190240333256,10.955511937507515,12,10.94419476535613,0,6,5.9528194349059893,1.4891533372618411,0,0
1.1000000000000018e-05,0.048878547715424249,-1.0212696655734614,10.952514480138168,12,10.941197894434284,0,6,5.951973841375084,1.4896677636533657,0,0
1.1100000000000019e-05,0.04973771027218718,-1.0392700117125546,10.949523882857514,12,10.938207882258967,0,6,5.9511214522845757,1.4901804771253346,0,0
1.120000000000002e-05,0.050603624106766984,-1.0574197311438436,10.946539700766541,12,10.935224284018206,0,6,5.9502622897278128,1.4906914821003781,0,0
1.1300000000000021e-05,0.051476266936015869,-1.0757184909305781,10.943562419095381,12,10.932247584847202,0,6,5.9493963758932331,1.4912007830263276,0,0
1.1400000000000021e-05,0.052355616382459398,-1.0941659552460745,10.940591697942812,12,10.929277444911239,0,6,5.9485237330639844,1.4917083843761367,0,0
1.1500000000000022e-05,0.053241649974679554,-1.1127617865996999,10.937627908292749,12,10.926314235121643,0,6,5.9476443836175408,1.492214290647802,0,0
1.1600000000000023e-05,0.054134345147700352,-1.131505644837679,10.934670831179764,12,10.923357736555829,0,6,5.9467583500253207,1.4927185063642838,0,0
1.1700000000000024e-05,0.055033679243373892,-1.1503971878316008,10.931720710626593,12,10.920408193188791,0,6,5.9458656548522999,1.4932210360734255,0,0
1.1800000000000024e-05,0.055939629510768488,-1.1694360710136156,10.928777457975366,12,10.917465516380002,0,6,5.9449663207566257,1.4937218843478739,0,0
1.1900000000000025e-05,0.056852173106557539,-1.1886219477554913,10.925841184313795,12,10.91452981719544,0,6,5.9440603704892316,1.4942210557849971,0,0
1.2000000000000026e-05,0.057771287095410205,-1.2079544690289623,10.922911933835465,12,10.911601139820048,0,6,5.9431478268934423,1.4947185550068047,0,0
1.2100000000000026e-05,0.058696948450383306,-1.2274332837442063,10.9199896855462,12,10.908679463263754,0,6,5.9422287129045896,1.4952143866598666,0,0
1.2200000000000027e-05,0.059629134053314096,-1.2470580386112271,10.917074612295051,12,10.905764960341791,0,6,5.9413030515496166,1.4957085554152292,0,0
1.2300000000000028e-05,0.060567820695215289,-1.2668283779628204,10.914166568428055,12,10.902857485428692,0,6,5.9403708659466856,1.4962010659683349,0,0
1.2400000000000029e-05,0.061512985076670169,-1.2867439442113735,10.911265844936459,12,10.899957329458775,0,6,5.9394321793047844,1.4966919230389386,0,0
1.2500000000000029e-05,0.0624646038082304,-1.3068043772529396,10.9083721849185,12,10.89706423558054,0,6,5.9384870149233295,1.4971811313710262,0,0
1.260000000000003e-05,0.063422653410813559,-1.3270093151621651,10.905485981402187,12,10.8941785967451,0,6,5.9375353961917696,1.497668695732729,0,0
1.2700000000000031e-05,0.064387110316103779,-1.3473583934011071,10.902606884779841,12,10.891300063413171,0,6,5.9365773465891865,1.4981546209162422,0,0
1.2800000000000032e-05,0.06535795086695162,-1.3678512457425285,10.899735369401057,12,10.888429109841548,0,6,5.9356128896838962,1.4986389117377397,0,0
1.2900000000000032e-05,0.066335151317777466,-1.3884875032697011,10.896871015533819,12,10.885565316380335,0,6,5.934642049133048,1.4991215730372893,0,0
1.3000000000000033e-05,0.067318687834973842,-1.4092667954956983,10.894014354706217,12,10.882709214453627,0,6,5.9336648486822225,1.4996026096787702,0,0
1.3100000000000034e-05,0.068308536497311403,-1.4301887492853904,10.891164922426197,12,10.879860339660244,0,6,5.9326813121650259,1.5000820265497856,0,0
1.3200000000000035e-05,0.069304673296343627,-1.4512529897722306,10.888323281145178,12,10.877019254341571,0,6,5.9316914635026885,1.5005598285615784,0,0
1.3300000000000035e-05,0.070307074136815362,-1.4724591394131306,10.885488948400761,12,10.874185476129595,0,6,5.9306953267036562,1.5010360206489448,0,0
1.3400000000000036e-05,0.071315714837070193,-1.4938068192450711,10.882662490580548,12,10.87135957130111,0,6,5.9296929258631845,1.5015106077701494,0,0
1.3500000000000037e-05,0.072330571129461285,-1.5152956474878572,10.87984343408176,12,10.86854106634599,0,6,5.9286842851629302,1.501983594906837,0,0
1.3600000000000038e-05,0.073351618660761203,-1.5369252408133498,10.877032322882503,12,10.865730505135916,0,6,5.9276694288705389,1.5024549870639479,0,0
1.3700000000000038e-05,0.074378832992575319,-1.5586952132644001,10.874228717765618,12,10.862927448539667,0,6,5.9266483813392385,1.5029247892696285,0,0
1.3800000000000039e-05,0.075412189601754082,-1.5806051773047525,10.871433115893089,12,10.860132393621948,0,6,5.9256211670074244,1.503393006575146,0,0
1.390000000000004e-05,0.076451663880808624,-1.6026547427946181,10.868645135419717,12,10.85734495861227,0,6,5.9245878103982461,1.5038596440547995,0,0
1.400000000000004e-05,0.077497231138325712,-1.6248435180442851,10.865865205383811,12,10.85456557246501,0,6,5.9235483361191914,1.5043247068058316,0,0
1.4100000000000041e-05,0.078548866599385536,-1.6471711086662193,10.863093020688387,12,10.851793930142867,0,6,5.9225027688616745,1.5047881999483403,0,0
1.4200000000000042e-05,0.079606545405979279,-1.6696371187189349,10.860328925007604,12,10.849030375252761,0,6,5.9214511334006144,1.5052501286251905,0,0
1.4300000000000043e-05,0.080670242617429083,-1.6922411498968852,10.857572704903445,12,10.846274694398433,0,6,5.9203934545940209,1.5057104980019247,0,0
1.4400000000000043e-05,0.081739933210808025,-1.7149828021113596,10.854824606246718,12,10.843527133402594,0,6,5.9193297573825712,1.5061693132666727,0,0
1.4500000000000044e-05,0.082815592081362271,-1.7378616728799674,10.85208451709857,12,10.840787580348286,0,6,5.918260066789192,1.5066265796300633,0,0
1.4600000000000045e-05,0.083897194042933776,-1.7608773578713564,10.849352578358809,12,10.838056176107752,0,6,5.9171844079186373,1.5070823023251327,0,0
1.4700000000000046e-05,0.084984713828384267,-1.7840294507016026,10.846628784024908,12,10.835332914679636,0,6,5.9161028059570659,1.5075364866072358,0,0
1.4800000000000046e-05,0.086078126090020551,-1.8073175429267962,10.843913168322217,12,10.832617830282597,0,6,5.9150152861716156,1.5079891377539532,0,0
1.4900000000000047e-05,0.087177405400020738,-1.8307412240586896,10.841205830166833,12,10.829911021813379,0,6,5.9139218739099793,1.5084402610650021,0,0
1.5000000000000048e-05,0.088282526250861804,-1.8543000815468638,10.838506700782784,12,10.827212420509461,0,6,5.9128225945999793,1.5088898618621436,0,0
1.5100000000000049e-05,0.089393463055747913,-1.877993700952274,10.835815977755473,12,10.82452222391759,0,6,5.911717473749138,1.5093379454890914,0,0
1.5200000000000049e-05,0.090510190149040548,-1.9018216657574971,10.833133498003635,12,10.82184026898841,0,6,5.9106065369442522,1.5097845173114206,0,0
1.530000000000005e-05,0.091632681786688736,-1.9257835575998232,10.830459546778764,12,10.819166840917605,0,6,5.9094898098509594,1.5102295827164731,0,0
1.5400000000000049e-05,0.092760912146661545,-1.9498789557907212,10.827793879819749,12,10.816501695491857,0,6,5.908367318213311,1.5106731471132679,0,0
1.5500000000000048e-05,0.093894855329380369,-1.9741074380626156,10.825136854987191,12,10.813845190501743,0,6,5.9072390878533385,1.5111152159324055,0,0
1.5600000000000047e-05,0.095034485358153759,-1.9984685798701989,10.82248816359813,12,10.811197017324705,0,6,5.9061051446706196,1.5115557946259761,0,0
1.5700000000000046e-05,0.096179776179611737,-2.0229619549725442,10.819848217892996,12,10.808557588120514,0,6,5.9049655146418463,1.5119948886674655,0,0
1.5800000000000045e-05,0.097330701664142871,-2.0475871347308203,10.817216664204425,12,10.805926549291001,0,6,5.9038202238203885,1.5124325035516608,0,0
1.5900000000000044e-05,0.098487235606330756,-2.0723436890592382,10.814593948762962,12,10.803304346979411,0,6,5.9026692983358569,1.5128686447945567,0,0
1.6000000000000043e-05,0.099649351725393298,-2.0972311854468142,10.811979693976552,12,10.800690603667558,0,6,5.9015127643936696,1.5133033179332622,0,0
1.6100000000000042e-05,0.10081702366562104,-2.122249189921865,10.809374358604407,12,10.798085778024905,0,6,5.9003506482746069,1.5137365285259021,0,0
1.6200000000000041e-05,0.10199022499681872,-2.1473972661409721,10.806777562706332,12,10.795489490185584,0,6,5.8991829763343793,1.5141682821515259,0,0
1.630000000000004e-05,0.1031689292147457,-2.1726749763281674,10.804189756144083,12,10.792902189923344,0,6,5.8980097750031817,1.5145985844100101,0,0
1.6400000000000039e-05,0.10435310974155942,-2.198081880263631,10.80161057762743,12,10.790323516018637,0,6,5.8968310707852547,1.5150274409219626,0,0
1.6500000000000039e-05,0.10554273992625801,-2.223617536274249,10.799040447800651,12,10.787753889033441,0,6,5.8956468902584405,1.5154548573286277,0,0
1.6600000000000038e-05,0.10673779304512568,-2.2492815004131437,10.796479043410454,12,10.785192985777712,0,6,5.8944572600737422,1.5158808392917891,0,0
1.6700000000000037e-05,0.10793824230217761,-2.2750733272713557,10.793926737651317,12,10.782641179372909,0,6,5.8932622069548746,1.5163053924936727,0,0
1.6800000000000036e-05,0.10914406082960688,-2.300992569034868,10.791383262163443,12,10.780098201511745,0,6,5.8920617576978227,1.516728522636851,0,0
1.6900000000000035e-05,0.11035522168823172,-2.3270387764239384,10.788848927393479,12,10.777564362580119,0,6,5.8908559391703932,1.5171502354441444,0,0
1.7000000000000034e-05,0.11157169786794445,-2.3532114980772914,10.786323533437246,12,10.775039462712975,0,6,5.8896447783117685,1.5175705366585257,0,0
1.7100000000000033e-05,0.11279346228816046,-2.3795102810276738,10.783807316302468,12,10.772523737871854,0,6,5.8884283021320556,1.5179894320430198,0,0
1.7200000000000032e-05,0.11402048779826914,-2.4059346700483903,10.78130015423414,12,10.770017066325572,0,6,5.8872065377118394,1.5184069273806078,0,0
1.7300000000000031e-05,0.11525274717808491,-2.4324842083798455,10.778802201187444,12,10.767519601999195,0,6,5.8859795122017307,1.5188230284741273,0,0
1.740000000000003e-05,0.11649021313829995,-2.4591584374150504,10.776313419018431,12,10.765031306756233,0,6,5.8847472528219154,1.519237741146175,0,0
1.7500000000000029e-05,0.11773285832093726,-2.4859568966071404,10.77383387634608,12,10.762552249202242,0,6,5.8835097868617003,1.5196510712390061,0,0
1.7600000000000028e-05,0.11898065529980503,-2.5128791235455861,10.77136361972765,12,10.760082475885371,0,6,5.8822671416790628,1.5200630246144367,0,0
1.7700000000000027e-05,0.12023357658095198,-2.5399246541258957,10.768902633519572,12,10.757621971165111,0,6,5.8810193447001948,1.5204736071537435,0,0
1.7800000000000026e-05,0.12149159460312312,-2.5670930225451283,10.766451045782565,12,10.755170863077129,0,6,5.8797664234190483,1.5208828247575643,0,0
1.7900000000000025e-05,0.12275468173821726,-2.5943837609093716,10.76400876185024,12,10.752729056973553,0,6,5.878508405396877,1.521290683345798,0,0
1.8000000000000024e-05,0.12402281029174438,-2.6217963997297442,10.761575984095641,12,10.750296755187836,0,6,5.8772453182617825,1.5216971888575037,0,0
1.8100000000000023e-05,0.12529595250328512,-2.6493304676911276,10.759152547841607,12,10.747873793075037,0,6,5.875977189708256,1.522102347250802,0,0
1.8200000000000022e-05,0.12657408054694988,-2.67698549171803,10.756738719075317,12,10.745460436570291,0,6,5.8747040474967145,1.5225061645027709,0,0
1.8300000000000021e-05,0.12785716653184004,-2.7047609968900037,10.754334275322948,12,10.743056463243303,0,6,5.8734259194530498,1.5229086466093487,0,0
1.840000000000002e-05,0.12914518250250892,-2.7326565067807689,10.751939532626421,12,10.740662189074163,0,6,5.8721428334681596,1.5233097995852294,0,0
1.8500000000000019e-05,0.13043810043942478,-2.7606715429001181,10.749554225419152,12,10.738277348548241,0,6,5.8708548174974915,1.5237096294637622,0,0
